step,episodes,frames_total,condition,delay,loss,accuracy,gradient_norm,clipped,frames,seconds,diagnostics,first_trial_id
1192,9536,200256,motion_duration_cued_D12,12,1.3865046501159668,0.125,0.01268845796585083,0,23,1.205286979675293,{},SpatialBattery/train/61973001/motion_duration_cued/9528
1193,9544,200440,motion_duration_cued_D12,12,1.3864175081253052,0.125,0.011035915464162827,0,23,1.193812608718872,{},SpatialBattery/train/61973001/motion_duration_cued/9536
1194,9552,200560,motion_duration_cued_D4,4,1.3861078023910522,0.25,0.021146738901734352,0,15,0.7859532833099365,{},SpatialBattery/train/61973001/motion_duration_cued/9544
1195,9560,200840,motion_duration_cued_D24,24,1.3875831365585327,0.125,0.5228612422943115,0,35,1.8487517833709717,{},SpatialBattery/train/61973001/motion_duration_cued/9552
1196,9568,200928,motion_duration_cued_D0,0,1.3892416954040527,0.25,0.6021783351898193,0,11,0.5772452354431152,{},SpatialBattery/train/61973001/motion_duration_cued/9560
1197,9576,201208,motion_duration_cued_D24,24,1.3853586912155151,0.375,0.7190201878547668,0,35,1.796450138092041,{},SpatialBattery/train/61973001/motion_duration_cued/9568
1198,9584,201328,motion_duration_cued_D4,4,1.384639859199524,0.375,0.7685111165046692,0,15,0.7744824886322021,{},SpatialBattery/train/61973001/motion_duration_cued/9576
1199,9592,201416,motion_duration_cued_D0,0,1.3907945156097412,0.125,0.6122000217437744,0,11,0.5721774101257324,{},SpatialBattery/train/61973001/motion_duration_cued/9584
1200,9600,201600,motion_duration_cued_D12,12,1.3883764743804932,0.125,0.5372392535209656,0,23,1.201047420501709,{},SpatialBattery/train/61973001/motion_duration_cued/9592
1201,9608,201688,motion_duration_cued_D0,0,1.3815609216690063,0.5,1.0039974451065063,1,11,0.5729196071624756,{},SpatialBattery/train/61973001/motion_duration_cued/9600
1202,9616,201968,motion_duration_cued_D24,24,1.3842127323150635,0.375,0.8998703360557556,0,35,1.7984490394592285,{},SpatialBattery/train/61973001/motion_duration_cued/9608
1203,9624,202088,motion_duration_cued_D4,4,1.3867661952972412,0.125,0.7899425029754639,0,15,0.7973144054412842,{},SpatialBattery/train/61973001/motion_duration_cued/9616
1204,9632,202272,motion_duration_cued_D12,12,1.3869422674179077,0.375,0.7493423819541931,0,23,1.1976854801177979,{},SpatialBattery/train/61973001/motion_duration_cued/9624
1205,9640,202360,motion_duration_cued_D0,0,1.3895297050476074,0.25,0.5977246165275574,0,11,0.5835206508636475,{},SpatialBattery/train/61973001/motion_duration_cued/9632
1206,9648,202544,motion_duration_cued_D12,12,1.3873032331466675,0.125,0.5225690603256226,0,23,1.2245817184448242,{},SpatialBattery/train/61973001/motion_duration_cued/9640
1207,9656,202664,motion_duration_cued_D4,4,1.3858859539031982,0.25,0.5557459592819214,0,15,0.7697336673736572,{},SpatialBattery/train/61973001/motion_duration_cued/9648
1208,9664,202944,motion_duration_cued_D24,24,1.3854681253433228,0.375,0.5198516845703125,0,35,1.813607931137085,{},SpatialBattery/train/61973001/motion_duration_cued/9656
1209,9672,203224,motion_duration_cued_D24,24,1.3848381042480469,0.25,0.516412615776062,0,35,1.8427350521087646,{},SpatialBattery/train/61973001/motion_duration_cued/9664
1210,9680,203344,motion_duration_cued_D4,4,1.3862519264221191,0.375,0.5548860430717468,0,15,0.7746849060058594,{},SpatialBattery/train/61973001/motion_duration_cued/9672
1211,9688,203528,motion_duration_cued_D12,12,1.3866633176803589,0.25,1.0202783346176147,1,23,1.2178800106048584,{},SpatialBattery/train/61973001/motion_duration_cued/9680
1212,9696,203616,motion_duration_cued_D0,0,1.3900096416473389,0.25,1.1554518938064575,1,11,0.5708334445953369,{},SpatialBattery/train/61973001/motion_duration_cued/9688
1213,9704,203736,motion_duration_cued_D4,4,1.3851666450500488,0.125,0.5529678463935852,0,15,0.7900300025939941,{},SpatialBattery/train/61973001/motion_duration_cued/9696
1214,9712,203920,motion_duration_cued_D12,12,1.3863799571990967,0.25,0.5254295468330383,0,23,1.2100026607513428,{},SpatialBattery/train/61973001/motion_duration_cued/9704
1215,9720,204200,motion_duration_cued_D24,24,1.3867696523666382,0.25,0.5233308672904968,0,35,1.7939400672912598,{},SpatialBattery/train/61973001/motion_duration_cued/9712
1216,9728,204288,motion_duration_cued_D0,0,1.3908624649047852,0.125,0.6056665778160095,0,11,0.5709934234619141,{},SpatialBattery/train/61973001/motion_duration_cued/9720
1217,9736,204408,motion_duration_cued_D4,4,1.3872852325439453,0.125,0.787746787071228,0,15,0.7720389366149902,{},SpatialBattery/train/61973001/motion_duration_cued/9728
1218,9744,204592,motion_duration_cued_D12,12,1.3867746591567993,0.125,0.7452978491783142,0,23,1.1947944164276123,{},SpatialBattery/train/61973001/motion_duration_cued/9736
1219,9752,204872,motion_duration_cued_D24,24,1.3859938383102417,0.375,0.5145705342292786,0,35,1.8192126750946045,{},SpatialBattery/train/61973001/motion_duration_cued/9744
1220,9760,204960,motion_duration_cued_D0,0,1.3843755722045898,0.25,0.563213586807251,0,11,0.5741822719573975,{},SpatialBattery/train/61973001/motion_duration_cued/9752
1221,9768,205048,motion_duration_cued_D0,0,1.3851335048675537,0.25,0.5645710825920105,0,11,0.5846066474914551,{},SpatialBattery/train/61973001/motion_duration_cued/9760
1222,9776,205328,motion_duration_cued_D24,24,1.387908697128296,0.25,0.5071814656257629,0,35,1.8234343528747559,{},SpatialBattery/train/61973001/motion_duration_cued/9768
1223,9784,205448,motion_duration_cued_D4,4,1.3846065998077393,0.5,0.5359475016593933,0,15,0.7675333023071289,{},SpatialBattery/train/61973001/motion_duration_cued/9776
1224,9792,205632,motion_duration_cued_D12,12,1.386457920074463,0.125,0.513715386390686,0,23,1.1972765922546387,{},SpatialBattery/train/61973001/motion_duration_cued/9784
1225,9800,205816,motion_duration_cued_D12,12,1.3847194910049438,0.25,0.513616144657135,0,23,1.250927209854126,{},SpatialBattery/train/61973001/motion_duration_cued/9792
1226,9808,205936,motion_duration_cued_D4,4,1.3861446380615234,0.25,0.5530519485473633,0,15,0.7846601009368896,{},SpatialBattery/train/61973001/motion_duration_cued/9800
1227,9816,206024,motion_duration_cued_D0,0,1.388522982597351,0.25,0.5809159874916077,0,11,0.5676193237304688,{},SpatialBattery/train/61973001/motion_duration_cued/9808
1228,9824,206304,motion_duration_cued_D24,24,1.3854238986968994,0.25,0.4869632422924042,0,35,1.8317699432373047,{},SpatialBattery/train/61973001/motion_duration_cued/9816
1229,9832,206424,motion_duration_cued_D4,4,1.3861072063446045,0.25,0.01532701589167118,0,15,0.7685327529907227,{},SpatialBattery/train/61973001/motion_duration_cued/9824
1230,9840,206608,motion_duration_cued_D12,12,1.3863316774368286,0.25,0.012916172854602337,0,23,1.2108595371246338,{},SpatialBattery/train/61973001/motion_duration_cued/9832
1231,9848,206888,motion_duration_cued_D24,24,1.3850617408752441,0.25,0.49634942412376404,0,35,1.8134844303131104,{},SpatialBattery/train/61973001/motion_duration_cued/9840
1232,9856,206976,motion_duration_cued_D0,0,1.3853696584701538,0.375,0.5714688897132874,0,11,0.578155517578125,{},SpatialBattery/train/61973001/motion_duration_cued/9848
1233,9864,207064,motion_duration_cued_D0,0,1.3805043697357178,0.25,0.99564528465271,0,11,0.5897243022918701,{},SpatialBattery/train/61973001/motion_duration_cued/9856
1234,9872,207344,motion_duration_cued_D24,24,1.3846347332000732,0.5,0.8874554634094238,0,35,1.810638189315796,{},SpatialBattery/train/61973001/motion_duration_cued/9864
1235,9880,207528,motion_duration_cued_D12,12,1.3864781856536865,0.25,0.4896843433380127,0,23,1.225630521774292,{},SpatialBattery/train/61973001/motion_duration_cued/9872
1236,9888,207648,motion_duration_cued_D4,4,1.3865395784378052,0.125,0.5295544862747192,0,15,0.7839925289154053,{},SpatialBattery/train/61973001/motion_duration_cued/9880
1237,9896,207768,motion_duration_cued_D4,4,1.3856502771377563,0.375,0.5409295558929443,0,15,0.7926976680755615,{},SpatialBattery/train/61973001/motion_duration_cued/9888
1238,9904,207856,motion_duration_cued_D0,0,1.3889820575714111,0.125,0.5941576957702637,0,11,0.5689139366149902,{},SpatialBattery/train/61973001/motion_duration_cued/9896
1239,9912,208040,motion_duration_cued_D12,12,1.383863925933838,0.25,0.9867745041847229,0,23,1.215355396270752,{},SpatialBattery/train/61973001/motion_duration_cued/9904
1240,9920,208320,motion_duration_cued_D24,24,1.3929082155227661,0.25,0.9947742819786072,0,35,1.845820426940918,{},SpatialBattery/train/61973001/motion_duration_cued/9912
1241,9928,208408,motion_duration_cued_D0,0,1.3922945261001587,0.125,0.6364158987998962,0,11,0.591458797454834,{},SpatialBattery/train/61973001/motion_duration_cued/9920
1242,9936,208688,motion_duration_cued_D24,24,1.3920385837554932,0.125,0.5381289720535278,0,35,1.8516309261322021,{},SpatialBattery/train/61973001/motion_duration_cued/9928
1243,9944,208808,motion_duration_cued_D4,4,1.391076922416687,0.125,0.9821280241012573,0,15,0.8175296783447266,{},SpatialBattery/train/61973001/motion_duration_cued/9936
1244,9952,208992,motion_duration_cued_D12,12,1.3928874731063843,0.0,0.8998228311538696,0,23,1.2007076740264893,{},SpatialBattery/train/61973001/motion_duration_cued/9944
1245,9960,209176,motion_duration_cued_D12,12,1.3863484859466553,0.25,0.021286463364958763,0,23,1.2015881538391113,{},SpatialBattery/train/61973001/motion_duration_cued/9952
1246,9968,209456,motion_duration_cued_D24,24,1.3864331245422363,0.25,0.023907221853733063,0,35,1.8454060554504395,{},SpatialBattery/train/61973001/motion_duration_cued/9960
1247,9976,209544,motion_duration_cued_D0,0,1.3893334865570068,0.125,0.5805954933166504,0,11,0.5873608589172363,{},SpatialBattery/train/61973001/motion_duration_cued/9968
1248,9984,209664,motion_duration_cued_D4,4,1.3861918449401855,0.375,0.53241366147995,0,15,0.9171404838562012,{},SpatialBattery/train/61973001/motion_duration_cued/9976
1249,9992,209848,motion_duration_cued_D12,12,1.3877911567687988,0.25,0.4995094835758209,0,23,1.5204219818115234,{},SpatialBattery/train/61973001/motion_duration_cued/9984
1250,10000,210128,motion_duration_cued_D24,24,1.3854169845581055,0.25,0.4869379699230194,0,35,2.5212509632110596,{},SpatialBattery/train/61973001/motion_duration_cued/9992
1251,10008,210248,motion_duration_cued_D4,4,1.3861818313598633,0.25,0.5454710125923157,0,15,1.0639240741729736,{},SpatialBattery/train/61973001/motion_duration_cued/10000
1252,10016,210336,motion_duration_cued_D0,0,1.3858622312545776,0.25,0.5697941184043884,0,11,0.7287688255310059,{},SpatialBattery/train/61973001/motion_duration_cued/10008
1253,10024,210424,motion_duration_cued_D0,0,1.3859792947769165,0.25,0.5646494030952454,0,11,0.719254732131958,{},SpatialBattery/train/61973001/motion_duration_cued/10016
1254,10032,210704,motion_duration_cued_D24,24,1.3834134340286255,0.375,0.4965726137161255,0,35,2.212662935256958,{},SpatialBattery/train/61973001/motion_duration_cued/10024
1255,10040,210824,motion_duration_cued_D4,4,1.386853575706482,0.125,0.5482286810874939,0,15,0.9771387577056885,{},SpatialBattery/train/61973001/motion_duration_cued/10032
1256,10048,211008,motion_duration_cued_D12,12,1.3899484872817993,0.125,0.5236278772354126,0,23,1.6064612865447998,{},SpatialBattery/train/61973001/motion_duration_cued/10040
1257,10056,211288,motion_duration_cued_D24,24,1.3792316913604736,0.5,0.8608832359313965,0,35,2.46691632270813,{},SpatialBattery/train/61973001/motion_duration_cued/10048
1258,10064,211472,motion_duration_cued_D12,12,1.3939208984375,0.0,0.8970553278923035,0,23,1.7011997699737549,{},SpatialBattery/train/61973001/motion_duration_cued/10056
1259,10072,211560,motion_duration_cued_D0,0,1.3846712112426758,0.375,0.5673872828483582,0,11,0.7827479839324951,{},SpatialBattery/train/61973001/motion_duration_cued/10064
1260,10080,211680,motion_duration_cued_D4,4,1.3866722583770752,0.25,0.5447951555252075,0,15,1.0000016689300537,{},SpatialBattery/train/61973001/motion_duration_cued/10072
1261,10088,211768,motion_duration_cued_D0,0,1.3834888935089111,0.25,0.5671682357788086,0,11,0.8597562313079834,{},SpatialBattery/train/61973001/motion_duration_cued/10080
1262,10096,211952,motion_duration_cued_D12,12,1.3850104808807373,0.375,0.49959397315979004,0,23,1.4285290241241455,{},SpatialBattery/train/61973001/motion_duration_cued/10088
1263,10104,212232,motion_duration_cued_D24,24,1.3881880044937134,0.125,0.8498054146766663,0,35,1.812218189239502,{},SpatialBattery/train/61973001/motion_duration_cued/10096
1264,10112,212352,motion_duration_cued_D4,4,1.3902755975723267,0.0,0.9256036281585693,0,15,0.7772140502929688,{},SpatialBattery/train/61973001/motion_duration_cued/10104
1265,10120,212440,motion_duration_cued_D0,0,1.3907169103622437,0.125,0.595928966999054,0,11,1.0882418155670166,{},SpatialBattery/train/61973001/motion_duration_cued/10112
1266,10128,212560,motion_duration_cued_D4,4,1.3846819400787354,0.375,0.5313262343406677,0,15,1.215998888015747,{},SpatialBattery/train/61973001/motion_duration_cued/10120
1267,10136,212744,motion_duration_cued_D12,12,1.382722020149231,0.5,0.8828045725822449,0,23,1.4951419830322266,{},SpatialBattery/train/61973001/motion_duration_cued/10128
1268,10144,213024,motion_duration_cued_D24,24,1.3933099508285522,0.0,0.8926374912261963,0,35,2.91587233543396,{},SpatialBattery/train/61973001/motion_duration_cued/10136
1269,10152,213208,motion_duration_cued_D12,12,1.3862953186035156,0.25,0.014607219956815243,0,23,2.2687175273895264,{},SpatialBattery/train/61973001/motion_duration_cued/10144
1270,10160,213488,motion_duration_cued_D24,24,1.3863505125045776,0.25,0.015117868781089783,0,35,3.1473793983459473,{},SpatialBattery/train/61973001/motion_duration_cued/10152
1271,10168,213608,motion_duration_cued_D4,4,1.387115478515625,0.25,0.5516358017921448,0,15,1.6214323043823242,{},SpatialBattery/train/61973001/motion_duration_cued/10160
1272,10176,213696,motion_duration_cued_D0,0,1.3847815990447998,0.25,0.5670369863510132,0,11,1.113769292831421,{},SpatialBattery/train/61973001/motion_duration_cued/10168
1273,10184,213880,motion_duration_cued_D12,12,1.3891427516937256,0.125,0.5116214156150818,0,23,1.279766321182251,{},SpatialBattery/train/61973001/motion_duration_cued/10176
1274,10192,213968,motion_duration_cued_D0,0,1.3901902437210083,0.125,0.5982575416564941,0,11,0.5802509784698486,{},SpatialBattery/train/61973001/motion_duration_cued/10184
1275,10200,214088,motion_duration_cued_D4,4,1.386733055114746,0.25,0.019886702299118042,0,15,0.822474479675293,{},SpatialBattery/train/61973001/motion_duration_cued/10192
1276,10208,214368,motion_duration_cued_D24,24,1.3863235712051392,0.25,0.011195928789675236,0,35,2.5119099617004395,{},SpatialBattery/train/61973001/motion_duration_cued/10200
1277,10216,214456,motion_duration_cued_D0,0,1.385920763015747,0.25,0.5575690865516663,0,11,0.7878386974334717,{},SpatialBattery/train/61973001/motion_duration_cued/10208
1278,10224,214576,motion_duration_cued_D4,4,1.3871341943740845,0.25,0.5331827402114868,0,15,0.8044803142547607,{},SpatialBattery/train/61973001/motion_duration_cued/10216
1279,10232,214760,motion_duration_cued_D12,12,1.3862892389297485,0.25,0.4994090795516968,0,23,1.2477285861968994,{},SpatialBattery/train/61973001/motion_duration_cued/10224
1280,10240,215040,motion_duration_cued_D24,24,1.3872929811477661,0.25,0.5006572008132935,0,35,2.3573861122131348,{},SpatialBattery/train/61973001/motion_duration_cued/10232
1281,10248,215160,motion_duration_cued_D4,4,1.3867861032485962,0.125,0.9196785688400269,0,15,0.9784350395202637,"{""first_field_gradient"": 3.1297181521949824e-06, ""attention_gradient_norm"": 0.009281097911298275, ""priority_gradient_norm"": 0.9112945199012756, ""source_bias_gradient"": 0.0002449727908242494, ""locality_gradient"": 2.5609620934119448e-05}",SpatialBattery/train/61973001/motion_duration_cued/10240
1282,10256,215344,motion_duration_cued_D12,12,1.3883308172225952,0.25,0.8607816696166992,0,23,1.4002912044525146,{},SpatialBattery/train/61973001/motion_duration_cued/10248
1283,10264,215624,motion_duration_cued_D24,24,1.3892537355422974,0.0,0.8910213708877563,0,35,1.900667428970337,{},SpatialBattery/train/61973001/motion_duration_cued/10256
1284,10272,215712,motion_duration_cued_D0,0,1.393700122833252,0.125,1.0178518295288086,1,11,0.5890705585479736,{},SpatialBattery/train/61973001/motion_duration_cued/10264
1285,10280,215992,motion_duration_cued_D24,24,1.3886343240737915,0.125,0.5126506686210632,0,35,2.015655040740967,{},SpatialBattery/train/61973001/motion_duration_cued/10272
1286,10288,216176,motion_duration_cued_D12,12,1.3852808475494385,0.25,0.5049211978912354,0,23,1.2276396751403809,{},SpatialBattery/train/61973001/motion_duration_cued/10280
1287,10296,216296,motion_duration_cued_D4,4,1.3843023777008057,0.25,0.5432800650596619,0,15,0.7806942462921143,{},SpatialBattery/train/61973001/motion_duration_cued/10288
1288,10304,216384,motion_duration_cued_D0,0,1.3906824588775635,0.125,0.6041280627250671,0,11,0.5947849750518799,{},SpatialBattery/train/61973001/motion_duration_cued/10296
1289,10312,216664,motion_duration_cued_D24,24,1.383424162864685,0.5,1.133379340171814,1,35,2.0924618244171143,{},SpatialBattery/train/61973001/motion_duration_cued/10304
1290,10320,216784,motion_duration_cued_D4,4,1.3866833448410034,0.125,1.2076404094696045,1,15,0.7901904582977295,{},SpatialBattery/train/61973001/motion_duration_cued/10312
1291,10328,216968,motion_duration_cued_D12,12,1.3850146532058716,0.25,0.5046187043190002,0,23,1.2113068103790283,{},SpatialBattery/train/61973001/motion_duration_cued/10320
1292,10336,217056,motion_duration_cued_D0,0,1.3880579471588135,0.125,0.5764981508255005,0,11,0.577197790145874,{},SpatialBattery/train/61973001/motion_duration_cued/10328
